key,item,english,translation,notes
cr_whats_new_beta_10,2,"Room-status counter badges keep a stable two-digit width. Headers responsively fit one, two, or three counters per row like the home-page and person badges, without pushing the title down.","Raumstatus-Zähler behalten eine einheitliche Breite für zwei Ziffern. Kopfzeilen passen sich wie Startseiten- und Personen-Badges auf eine, zwei oder drei Spalten an, ohne den Titel nach unten zu drücken.",
cr_whats_new_beta_10,3,"Energy setup now recognises SmartGateways and DSMR Reader MQTT sensor names, and choosing a source device refills its separate sensor roles. City heating has dedicated settings, a source tile and detail tab, plus an estimated natural-gas equivalent for J/GJ heat readings.","Die Energieeinrichtung erkennt jetzt MQTT-Sensornamen von SmartGateways und DSMR Reader. Die Auswahl eines Quellgeräts füllt die einzelnen Sensorrollen wieder aus. Fernwärme erhält eigene Einstellungen, eine Quellenkachel, eine Detailseite und ein geschätztes Erdgasäquivalent für J/GJ-Werte.",
cr_whats_new_beta_10,4,"Calendar widget dialogs now use the available height correctly, fixing content that previously occupied only half the settings dialog or was cut off.",Kalender-Widget-Dialoge nutzen die verfügbare Höhe jetzt korrekt; Inhalte belegen nicht mehr nur die Hälfte und werden nicht mehr abgeschnitten.,
cr_whats_new_beta_10,5,"Re-import settings now use one consistently spelled and localized label across Rooms, Climate, Security, Energy, and Battery. Conditional visibility wording was also corrected in every supported language.","Die Einstellungen zum erneuten Importieren verwenden in Räume, Klima, Sicherheit, Energie und Batterie jetzt dieselbe korrekt geschriebene und lokalisierte Bezeichnung. Auch die Begriffe für bedingte Sichtbarkeit wurden in allen unterstützten Sprachen korrigiert.",
cr_whats_new_beta_10,6,"Fixed PostNL and the current parcel-integration parser, so incoming shipments once again show their complete tracking details and delivered state. Carrier support has also been brought up to date.","Die Bildschirmdrehung folgt jetzt der automatischen Drehung des Geräts, statt im Hochformat gesperrt zu bleiben.",
cr_whats_new_beta_10,7,"Added an in-app language selector with full coverage in 13 languages: Dutch, German, French, Spanish (plus Latin American Spanish), Italian, Turkish, Portuguese (plus Brazilian Portuguese), Japanese, Korean, and Chinese (Simplified and Traditional). Each language shows its native name with an English hint beneath it.","Die Klima-Kachel „Außen“ erscheint mit einem verknüpften Wettergerät auch ohne eigene Sensoren, zählt dessen Temperatur-, Feuchtigkeits- und Druckattribute in der Übersicht und zeichnet sie in den passenden Sensorfarben auf.",
cr_whats_new_beta_10,8,"The reconnect status now shows the actual connection error, making Wi-Fi, mobile-data, and VPN handovers much easier to diagnose.","Paketstatuscodes erscheinen jetzt als normale Sätze. Datum und Uhrzeit folgen Sprache und 12/24-Stunden-Einstellung, nahe Lieferungen verwenden Wochentage, das aktuelle Jahr entfällt und dasselbe Datum wird nicht wiederholt.",
cr_whats_new_beta_10,9,Screen rotation now follows your device’s auto-rotate setting instead of staying locked to portrait.,PostNL und der Parser der aktuellen Paketintegration wurden repariert. Eingehende Sendungen zeigen wieder vollständige Trackingdaten und den richtigen Zustellstatus. Auch die Unterstützung der Versanddienste wurde aktualisiert.,
cr_whats_new_beta_10,10,"The Climate ""Outside"" tile now appears as soon as a weather device is linked, even without dedicated sensors, counts its temperature, humidity and pressure attributes in the summary, and graphs them with matching sensor colors.",Die Sprachauswahl in der App deckt jetzt alle 13 unterstützten Sprachen vollständig ab. Jede Sprache zeigt ihren eigenen Namen mit einem englischen Hinweis darunter.,
cr_whats_new_beta_10,11,"Parcel status codes are now normal sentences. Dates and times follow the selected language and 12/24-hour preference, nearby deliveries use weekday names, the current year is omitted, and same-day windows no longer repeat the date.","Der Verbindungsstatus zeigt beim erneuten Verbinden jetzt den tatsächlichen Fehler. Wechsel zwischen WLAN, mobilen Daten und VPN lassen sich dadurch leichter diagnostizieren.",
cr_whats_new_beta_9,1,"Drag to reorder cameras, thermostats, and energy cards. In edit mode the Security, Climate, and Energy views each get a Reorder button for their relevant cards.","Kameras, Thermostate und Energiekarten lassen sich per Ziehen neu anordnen. Sicherheit, Klima und Energie haben dafür im Bearbeitungsmodus eine eigene Schaltfläche.",
cr_whats_new_beta_9,2,"New Climate Outside tile. Link a weather entity or outdoor temperature, humidity, and air-pressure sensors, then open the tile for individual history graphs.",Neue Außen-Kachel in Klima. Verknüpfe eine Wetter-Entität oder Außensensoren und öffne die Kachel für einzelne Verlaufsdiagramme.,
cr_whats_new_beta_9,3,"Visibility now belongs to each button and header badge. Hide an item or schedule it once or on a daily, weekly, monthly, or yearly recurrence.","Sichtbarkeit wird jetzt direkt pro Schaltfläche und Kopfzeilen-Badge eingestellt, einmalig oder täglich, wöchentlich, monatlich beziehungsweise jährlich wiederkehrend.",
cr_whats_new_beta_9,4,Header badges can be renamed from Appearance settings.,Kopfzeilen-Badges können unter Darstellung umbenannt werden.,
cr_whats_new_beta_9,5,Swiping cards autoplay every three seconds by default.,Wischkarten wechseln standardmäßig alle drei Sekunden automatisch.,
cr_whats_new_beta_9,6,"The Weather dialog adds autoplay for Season, a windrose card, and an optional rain-map card from a camera or embedded web page.","Der Wetterdialog erhält automatische Jahreszeiten-Wiedergabe, eine Windrosenkarte und eine optionale Regenkarte.",
cr_whats_new_beta_9,7,"The Parcels widget was rebuilt around carriers, with logos, account totals, shipment sections, estimates, tracking history, and add-by-tracking support where available.","Das Paket-Widget wurde rund um Versanddienste neu aufgebaut, mit Logos, Summen, Sendungsbereichen, Zustellprognosen, Verlauf und Trackingnummern.",
cr_whats_new_beta_9,8,"Humidifiers and dehumidifiers now have native power, humidity, mode, speed, and helper controls throughout the app.","Luftbefeuchter und Entfeuchter haben nun native Steuerungen für Strom, Feuchtigkeit, Modus, Geschwindigkeit und Hilfsfunktionen.",
cr_whats_new_beta_9,9,Room status counters are interactive and open the entities behind each count.,Raumstatus-Zähler sind interaktiv und öffnen die zugehörigen Entitäten.,
cr_whats_new_beta_9,10,Buttons and badges can show a live countdown from a completion-time entity.,Schaltflächen und Badges können einen Live-Countdown aus einer Abschlusszeit-Entität anzeigen.,
cr_whats_new_beta_9,11,Shared dashboards publish owner edits automatically and recipients receive them on their next sync.,Geteilte Dashboards veröffentlichen Änderungen des Besitzers automatisch und werden beim nächsten Synchronisieren aktualisiert.,
cr_whats_new_beta_9,12,Header display settings now belong to each dashboard and travel through backups and family sharing.,Kopfzeilen-Einstellungen gehören jetzt zum jeweiligen Dashboard und werden in Sicherungen und Familienfreigaben übernommen.,
cr_whats_new_beta_9,13,Camera widgets fill the entire tile and follow the configured corner radius.,Kamera-Widgets füllen die gesamte Kachel und verwenden den eingestellten Eckenradius.,
cr_whats_new_beta_9,14,"Waste collections on the same day now overlap visibly, and the larger dialog can be dismissed by tapping outside.",Abholungen am selben Tag bleiben durch überlappende Symbole sichtbar; der große Dialog schließt beim Tippen außerhalb.,
cr_whats_new_beta_9,15,"Battery, Waste, camera, weather, and About visuals are now more consistent.","Die Darstellung von Batterie, Abfall, Kamera, Wetter und Info ist konsistenter.",
cr_whats_new_beta_9,16,"Binary sensors use Home Assistant-style Open/Closed, Wet/Dry, Detected/Clear, and Connected/Disconnected labels.","Binärsensoren verwenden Home-Assistant-Bezeichnungen wie Offen/Geschlossen, Nass/Trocken und Verbunden/Getrennt.",don't translate Home Assistant
cr_whats_new_beta_9,17,"Aesthetic-only editors can change existing badge visuals but cannot add, remove, or reconfigure badges.","Rein optische Bearbeiter dürfen vorhandene Badges gestalten, aber nicht hinzufügen, entfernen oder neu konfigurieren.",
cr_whats_new_beta_9,18,Fixed network handovers: sockets tied to the old Android network are discarded and the saved Home Assistant session reconnects without an unnecessary login. Reconnect status also shows the failure reason.,Netzwerkwechsel wurden repariert: Alte Android-Netzwerkverbindungen werden verworfen und die gespeicherte Home-Assistant-Sitzung verbindet sich ohne unnötige Anmeldung neu. Der echte Fehler wird angezeigt.,don't translate Home Assistant
cr_whats_new_beta_8,1,Child locks are no longer imported automatically as room controls.,Kindersicherungen werden nicht mehr automatisch als Raumsteuerung importiert.,
cr_whats_new_beta_8,2,Every button and badge now honours Home Assistant entity-icon overrides.,Alle Schaltflächen und Badges übernehmen nun Home-Assistant-Symbolüberschreibungen.,don't translate Home Assistant
cr_whats_new_beta_8,3,Vacuums now appear in the room badge bar and open their controls when tapped.,Saugroboter erscheinen jetzt in der Badge-Leiste eines Raums und öffnen beim Tippen ihre Steuerung.,
cr_whats_new_beta_8,4,"Individual buttons in multi-item widgets can be hidden or scheduled, including recurring annual date ranges.",Einzelne Schaltflächen in Mehrfach-Widgets können ausgeblendet oder wiederkehrend geplant werden.,
cr_whats_new_beta_8,5,Multiple camera badges now open one swipeable dialog with fullscreen paging.,Mehrere Kamera-Badges öffnen einen wischbaren Dialog mit Vollbildnavigation.,
cr_whats_new_beta_8,6,"Family Sharing now lists cloud-published dashboards so they can be imported, reshared, or deleted after a reinstall.",Familienfreigabe listet veröffentlichte Cloud-Dashboards auch nach einer Neuinstallation auf.,
cr_whats_new_beta_7,1,Automatic room import now skips built-in helper controls while retaining genuine extra controls.,Der automatische Raumimport überspringt integrierte Hilfssteuerungen und behält echte Zusatzfunktionen.,
cr_whats_new_beta_7,2,Climate devices from different integrations are no longer merged into one control.,Klimageräte verschiedener Integrationen werden nicht mehr zusammengeführt.,
